Bug ID,Bug Summary,Bug Description,Affected Version,Fix Version
CASSANDRA-18739,UDF functions fail to load on rolling restart,"UDFs fail to reload properly after a rolling restart.
h3. *Symptom:*

NPE thrown when used after restart.
h3. *Steps to recreate:*
 # Create a cluster as per cql file
 # Populate the cluster with data.cql.
 # Execute SELECT city_measurements(city, measurement, 16.5) AS m FROM current
 # expect min and max values for cities.
 # Performing a rolling restart on one server.
 # When the server is back up
 # Execute SELECT city_measurements(city, measurement, 16.5) AS m FROM current
 # expect: error result with NPE message.


{*}Analysis{*}:

During system restart the SchemaKeyspace.fetchNonSystemKeyspaces() is called, when a keyspace with a UDF is loaded the SchemaKeyspace method createUDFFromRow() is called, this in turn calls UDFunction.create() which eventually calls back to UDFunction constructor where the Schema.instance.getKeyspaceMetadata() is called with the keyspace for the UDF name as the argument. However, the keyspace for the UDF name is being constructed and is not yet in the instance so the method returns null for the KeyspaceMetadata. That null KeyspaceMetadata is then used in the udfContext.

Later when the UDF method is called, if there is a need to call a method on the keyspaceMetadata, such as udfContext.newUDTValue() where the implementation uses keyspaceMetadata.types, a null pointer is thrown.

I have verified this affects version 4.0, 4.1 and trunk. I have not verified 3.x but I suspect it is the same there.

I modified UDFunction constructor to assert that the metadata was not null and received the following stack trace

ERROR [main] 2023-08-09 11:44:46,408 CassandraDaemon.java:911 - Exception encountered during startup
java.lang.AssertionError: No metadata for temperatures.city_measurements_sfunc
    at org.apache.cassandra.cql3.functions.UDFunction.<init>(UDFunction.java:240)
    at org.apache.cassandra.cql3.functions.JavaBasedUDFunction.<init>(JavaBasedUDFunction.java:195)
    at org.apache.cassandra.cql3.functions.UDFunction.create(UDFunction.java:276)
    at org.apache.cassandra.schema.SchemaKeyspace.createUDFFromRow(SchemaKeyspace.java:1182)
    at org.apache.cassandra.schema.SchemaKeyspace.fetchUDFs(SchemaKeyspace.java:1131)
    at org.apache.cassandra.schema.SchemaKeyspace.fetchFunctions(SchemaKeyspace.java:1119)
    at org.apache.cassandra.schema.SchemaKeyspace.fetchKeyspace(SchemaKeyspace.java:859)
    at org.apache.cassandra.schema.SchemaKeyspace.fetchKeyspacesWithout(SchemaKeyspace.java:848)
    at org.apache.cassandra.schema.SchemaKeyspace.fetchNonSystemKeyspaces(SchemaKeyspace.java:836)
    at org.apache.cassandra.schema.Schema.loadFromDisk(Schema.java:132)
    at org.apache.cassandra.schema.Schema.loadFromDisk(Schema.java:121)
    at org.apache.cassandra.service.CassandraDaemon.setup(CassandraDaemon.java:287)
    at org.apache.cassandra.service.CassandraDaemon.activate(CassandraDaemon.java:765)
    at org.apache.cassandra.service.CassandraDaemon.main(CassandraDaemon.java:889)

 

{{*Possible solution:*}}

*Version 4.x*

Create a KeyspaceMetadata.Builder class that uses accepts the types, tables and views but uses a builder for the functions.

Add a KeyspaceMetadata constructor to accept the KeyspaceMetadata.Builder so that the function builder keyspaceMetadata value can be set correctly during construction of the KeyspaceMetadata.

Modify SchemaKeyspace.fetchKeyspace(string) so that it uses the KeyspaceMetadata.Builder.

 

*Version 5.x*

Similar to 4.x except that the KeyspaceMetadata.Builder will have to have builders for Views and Tables because the functions necessary to construct those objects will not be available until the KeyspaceMetadata.Builder constructs it.

 ",N/A,"3.11.17, 4.0.12, 4.1.4, 5.0-alpha1, 5.0"
CASSANDRA-18725,IsolatedJMX should not release all TCPEndpoints on instance shutdown,"In the original implementation of the JMX feature, we fixed some memory leaks by clearing some internal state in Java’s TCPEndpoint. However, that implementation was overly aggressive and cleared the whole map, vs. just removing the endpoints created by the individual instances. This causes issues when you remove a node from the cluster (as all of the endpoints are cleared, not just the ones in use by that instance).
 
In stead, we should check if the endpoint was created by the instance in question and only remove it if it was.",N/A,"3.11.17, 4.0.12, 4.1.4, 5.0-alpha1, 5.x"
CASSANDRA-18724,Investigate unmatched suppressions,"Since we upgraded OWASP, it now reports unmatched suppressions (""Suppression Rule had zero matches"") we should investigate and possibly remove.",N/A,"3.0.30, 3.11.16, 4.0.12, 4.1.4, 5.0-alpha1, 5.0"
CASSANDRA-18709,Test failure: dtest.jmx_test.TestJMX.test_compactionstats,"Seen here:

[https://ci-cassandra.apache.org/job/Cassandra-trunk/1646/testReport/dtest.jmx_test/TestJMX/test_compactionstats/]
h3.  
{code:java}
Error Message
AttributeError: 'NoneType' object has no attribute 'named'

Stacktrace
self = <jmx_test.TestJMX object at 0x7fe78cfc2940> def test_compactionstats(self): """""" @jira_ticket CASSANDRA-10504 @jira_ticket CASSANDRA-10427 Test that jmx MBean used by nodetool compactionstats properly updates the progress of a compaction """""" cluster = self.cluster cluster.populate(1) node = cluster.nodelist()[0] cluster.start() # Run a quick stress command to create the keyspace and table node.stress(['write', 'n=1', 'no-warmup']) # Disable compaction on the table node.nodetool('disableautocompaction keyspace1 standard1') node.nodetool('setcompactionthroughput 1') node.stress(['write', 'n=150K', 'no-warmup']) node.flush() # Run a major compaction. This will be the compaction whose # progress we track. node.nodetool_process('compact') # We need to sleep here to give compaction time to start # Why not do something smarter? Because if the bug regresses, # we can't rely on jmx to tell us that compaction started. time.sleep(5) compaction_manager = make_mbean('db', type='CompactionManager') with JolokiaAgent(node) as jmx: progress_string = jmx.read_attribute(compaction_manager, 'CompactionSummary')[0] # Pause in between reads # to allow compaction to move forward time.sleep(2) updated_progress_string = jmx.read_attribute(compaction_manager, 'CompactionSummary')[0] var = 'Compaction@{uuid}(keyspace1, standard1, {progress}/{total})bytes' if self.cluster.version() >= LooseVersion('4.0'): # CASSANDRA-15954 var = 'Compaction({taskUuid}, {progress} / {total} bytes)@{uuid}(keyspace1, standard1)' > progress = int(parse.search(var, progress_string).named['progress']) E AttributeError: 'NoneType' object has no attribute 'named' jmx_test.py:218: AttributeError
{code}
 ",N/A,"3.0.30, 3.11.16, 4.0.12, 4.1.4, 5.0-alpha1, 5.0"
CASSANDRA-18664,Move jflex from runtime to build dependencies,"JFlex depends on java-cup-runtime which has a kind of exotic license saying that it is compatible with GPL. Therefore, we should investigate that case.

JFlex seems to be used only during the build to generate some sources for SASI indexes. Therefore, it should be possible to move JFlex from the runtime dependencies to the build dependencies and not include it in the distribution.

 ",N/A,"3.11.16, 4.0.12, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18650,Upgrade owasp to 8.3.1,"I believe I'm fighting with an issue this upgrade solves, but also I cannot think of any reason to not run the latest version.",N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18649,netty-all vulnerability: CVE-2023-34462,"This is failing owasp:

https://nvd.nist.gov/vuln/detail/CVE-2023-34462

{quote}
The `SniHandler` can allocate up to 16MB of heap for each channel during the TLS handshake. When the handler or the channel does not have an idle timeout, it can be used to make a TCP server using the `SniHandler` to allocate 16MB of heap.
{quote}",N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18647,CASTing a float to decimal adds wrong digits,"If I create a table with a *float* (32-bit) column, and cast it to the *decimal* type, the casting wrongly passes through the double (64-bit) type and picks up extra, wrong, digits. For example, if we have a column e of type ""float"", and run

INSERT INTO tbl (p, e) VALUES (1, 5.2)

SELECT CAST(e AS decimal) FROM tbl WHERE p=1

The result is the ""decimal"" value 5.199999809265137, with all those extra wrong digits. It would have been better to get back the decimal value 5.2, with only two significant digits.

It appears that this happens because Cassandra's implementation first converts the 32-bit float into a 64-bit double, and only then converts that - with all the silly extra digits it picked up in the first conversion - into a ""decimal"" value.

Contrast this with CAST(e AS text) which works correctly - it returns the string ""5.2"" - only the actual digits of the 32-bit floating point value are converted to the string, without inventing additional digits in the process.",N/A,"3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18643,jackson-core vulnerability: CVE-2022-45688,"This is failing owasp.

https://nvd.nist.gov/vuln/detail/CVE-2022-45688

{quote}
A stack overflow in the XML.toJSONObject component of hutool-json v5.8.10 allows attackers to cause a Denial of Service (DoS) via crafted JSON or XML data.
{quote}",N/A,"3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18630,jackson-databind-2.13.2.2.jar vulnerability: CVE-2023-35116,"https://nvd.nist.gov/vuln/detail/CVE-2023-35116

{noformat}
 An issue was discovered jackson-databind thru 2.15.2 allows attackers to cause a denial of service or other unspecified impacts via crafted object that uses cyclic dependencies. NOTE: the vendor's perspective is that the product is not intended for use with untrusted input.
{noformat}",N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18609,snappy-java vulnerability: CVE-2023-34453,"Failing owasp:

[https://nvd.nist.gov/vuln/detail/CVE-2023-34453]

bq. Due to unchecked multiplications, an integer overflow may occur in versions prior to 1.1.10.1, causing a fatal error. ",N/A,"3.0.x, 3.11.x, 4.0.x, 4.1.x, 5.x"
CASSANDRA-18608,"snappy-java vulnerability: CVE-2023-34455, CVE-2023-34454, CVE-2023-34453","Failing owasp:

[https://nvd.nist.gov/vuln/detail/CVE-2023-34455]
{quote}Due to use of an unchecked chunk length, an unrecoverable fatal error can occur in versions prior to 1.1.10.1.
{quote}

[https://nvd.nist.gov/vuln/detail/CVE-2023-34454]
{quote}Due to unchecked multiplications, an integer overflow may occur in versions prior to 1.1.10.1, causing an unrecoverable fatal error. 
{quote}

[https://nvd.nist.gov/vuln/detail/CVE-2023-34453]
{quote}Due to unchecked multiplications, an integer overflow may occur in versions prior to 1.1.10.1, causing a fatal error.
{quote}
",N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18585,Alter Type does not validate changes like Create Type does,"Create Type attempts to block undesired field types, but this validation is not cared over to Alter Type Add Field; which allows you to add unexpected/desired types

{code}
Assertions.assertThatThrownBy(() -> createType(""CREATE TYPE %s (f counter)"")).hasRootCauseMessage(""A user type cannot contain counters"");
String type = createType(KEYSPACE, ""CREATE TYPE %s (a int)"");
schemaChange(String.format(""ALTER TYPE %s.%s ADD f counter"", KEYSPACE, type));
UserType udt = Keyspace.open(KEYSPACE).getMetadata().types.get(UTF8Type.instance.decompose(type)).get();
logger.warn(""UDT: {}"", udt);
{code}

{code}
UDT: org.apache.cassandra.db.marshal.UserType(cql_test_keyspace,747970655f3031,61:org.apache.cassandra.db.marshal.Int32Type,66:org.apache.cassandra.db.marshal.CounterColumnType)
{code}",N/A,"3.0.30, 3.11.17, 4.0.12, 4.1.4, 5.0-alpha1, 5.0"
CASSANDRA-18583,Fix shutting down IsolatedJmx ,"{code:java}
public class MyTest extends TestBaseImpl
{
    @Test
    public void test() throws Throwable
    {
        try (Cluster cluster = Cluster.build(2).withConfig(c -> c.with(Feature.values())).start())
        {
            ClusterUtils.stopUnchecked(cluster.get(2));
            System.out.println(cluster.get(1).nodetoolResult(""status"").getStderr());
        }
    }
}  {code}
This will fail on this:
{code:java}
java.net.BindException: Address already in use (Bind failed)
	at java.net.PlainSocketImpl.socketBind(Native Method)
	at java.net.AbstractPlainSocketImpl.bind(AbstractPlainSocketImpl.java:387)
	at java.net.ServerSocket.bind(ServerSocket.java:390)
	at java.net.ServerSocket.<init>(ServerSocket.java:252)
	at javax.net.DefaultServerSocketFactory.createServerSocket(ServerSocketFactory.java:231)
	at org.apache.cassandra.distributed.impl.CollectingRMIServerSocketFac
{code}

The problem is that IsolatedJMX clears whole map of TCPTransports in clearMapField as part of the stopJmx method. This results in JMX internals thinking the socket is not there so it tries to create it but it fails to do so because it is technically still bound.

The fix is consisting of cleaning just the bits belonging to that specific IsolatedJMX instance.
The investigation of the issue done by myself, the actual fix by [~drohrer]. Found while working on CASSANDRA-18572.",N/A,"3.11.x, 4.0.x, 4.1.x, 5.x"
CASSANDRA-18575,Backport Cassandra-10508 Remove hard-coded SSL cipher suites and protocols,Cassandra 3.0 has ciphers hard coded and thus not allow more recent and secure ciphers for storage connections complicating migrations to later versions.,N/A,3.0.30
CASSANDRA-18562,guava vulnerability CVE-2023-2976,This is failing the OWASP check.,N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18558,remove dh_python use from debian packaging,"It looks like dh_python2 has been removed from debian, but it also looks like we don't need it:

{noformat}
E: dh_python2 dh_python2:408: no package to act on (python-foo or one with ${python:Depends} in Depends)
{noformat}",N/A,"2.2.20, 3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18553,Generate.sh -s param to skip autodetection of tests,When using generate.sh auto detection of modified tests always kicks in. That can be a problem during dev when you want to test a given set of tests without getting all the others in the way. Also when you want to run the script without having to checkout the extra branches auto detection needs.,N/A,"3.0.30, 3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18552,Debian packaging source should exclude git subdirectory,This balloons the source up to 400+MB instead of the ~13MB necessary.,N/A,"3.0.29, 3.11.16, 4.0.10, 4.1.2, 5.0-alpha1, 5.0"
CASSANDRA-18543,Waiting for gossip to settle does not wait for live endpoints,"When a node starts it will get endpoint states (via shadow round) but have all nodes marked as down. The problem is the wait to settle only checks the size of endpoint states is stable before starting Native transport. Once native transport starts it will receive queries and fail consistency levels such as LOCAL_QUORUM since it still thinks nodes are down.

This is problem for a number of large clusters for our customers. The cluster has quorum but due to this issue a node restart is causing a bunch of query errors.

My initial solution to this was to only check live endpoints size in addition to size of endpoint states. This worked but I noticed in testing this fix that there also a lot of duplication of checking the same node (via Echo messages) for liveness. So the patch also removes this duplication of checking node is UP in markAlive.

The final problem I found while testing is sometimes could still not see a change in live endpoints due to only 1 second polling, so the patch allows for overridding the settle parameters. I could not reliability reproduce this but think its worth providing a way to override these hardcoded values.",N/A,"3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
CASSANDRA-18511,Add support for JMX in the in-jvm dtest framework,"In many cases, it would be useful to be able to enable JMX endpoints within the in-jvm dtest framework, including the existing JMX Getter test, which used to simply spin up a JMX registry and then leave it running.  There are quite a few JMX-related functions that don’t have tests today, and some external usages of the in-jvm dtest framework could also benefit from exposing JMX like we did Native before.",N/A,"3.11.16, 4.0.11, 4.1.3, 5.0-alpha1, 5.0"
